Date,Commodity,Region,Price,Unit,Category,Source,Year,Month,Day,DayOfYear,WeekOfYear,Season
2024-10-31,Coriander,Shimoga,12.74,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Coriander,Shimoga,15.83,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Coriander,Shimoga,15.31,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Coriander,Shimoga,16.98,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Coriander,Shimoga,19.65,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Coriander,Shimoga,17.96,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Coriander,Shimoga,17.58,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Coriander,Shimoga,14.68,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Coriander,Shimoga,22.95,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Coriander,Shimoga,21.44,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Coriander,Shimoga,23.11,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Coriander,Shimoga,22.07,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Coriander,Shimoga,31.1,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Coriander,Shimoga,23.54,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Coriander,Shimoga,23.03,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Coriander,Shimoga,24.78,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Coriander,Shimoga,25.92,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Coriander,Shimoga,19.59,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Coriander,Shimoga,15.24,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Coriander,Shimoga,27.05,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Coriander,Shimoga,21.27,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Coriander,Shimoga,31.53,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Coriander,Shimoga,26.66,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Coriander,Shimoga,31.37,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Coriander,Shimoga,23.57,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Coriander,Shimoga,24.65,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Coriander,Shimoga,17.6,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Coriander,Shimoga,19.49,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Coriander,Shimoga,20.37,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Coriander,Shimoga,29.79,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Coriander,Shimoga,25.1,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Coriander,Shimoga,21.66,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Coriander,Shimoga,20.21,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Coriander,Shimoga,19.97,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Coriander,Shimoga,22.89,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Coriander,Shimoga,16.8,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Coriander,Shimoga,22.11,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Coriander,Shimoga,22.9,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Coriander,Shimoga,20.16,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Coriander,Shimoga,13.79,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Coriander,Shimoga,19.37,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Coriander,Shimoga,16.67,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Coriander,Tumkur,14.68,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Coriander,Tumkur,11.98,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Coriander,Tumkur,17.03,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Coriander,Tumkur,14.07,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Coriander,Tumkur,10.99,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Coriander,Tumkur,16.82,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Coriander,Tumkur,14.48,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Coriander,Tumkur,18.11,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Coriander,Tumkur,15.62,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Coriander,Tumkur,14.22,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Coriander,Tumkur,14.52,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Coriander,Tumkur,15.24,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Coriander,Tumkur,14.87,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Coriander,Tumkur,13.48,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Coriander,Tumkur,19.43,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Coriander,Tumkur,14.45,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Coriander,Tumkur,18.9,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Coriander,Tumkur,17.4,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Coriander,Tumkur,15.21,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Coriander,Tumkur,15.01,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Coriander,Tumkur,21.07,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Coriander,Tumkur,21.94,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Coriander,Tumkur,19.52,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Coriander,Tumkur,24.4,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Coriander,Tumkur,14.25,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Coriander,Tumkur,26.29,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Coriander,Tumkur,21.99,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Coriander,Tumkur,27.25,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Coriander,Tumkur,21.41,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Coriander,Tumkur,27.57,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Coriander,Tumkur,26.18,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Coriander,Tumkur,26.75,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Coriander,Tumkur,23.09,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Coriander,Tumkur,32.72,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Coriander,Tumkur,28.56,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Coriander,Tumkur,34.24,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Coriander,Tumkur,24.59,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Coriander,Tumkur,24.39,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Coriander,Tumkur,21.71,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Coriander,Tumkur,28.5,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Coriander,Tumkur,27.22,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Coriander,Tumkur,23.89,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Coriander,Tumkur,21.03,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Coriander,Tumkur,19.86,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Coriander,Tumkur,25.75,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Coriander,Tumkur,23.71,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Coriander,Tumkur,21.68,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Coriander,Tumkur,19.53,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Coriander,Tumkur,16.98,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Coriander,Tumkur,15.66,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Coriander,Tumkur,19.35,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Coriander,Tumkur,19.17,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Coriander,Tumkur,14.96,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Cucumber,Bangalore,23.0,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Cucumber,Bangalore,21.4,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Cucumber,Bangalore,21.94,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Cucumber,Bangalore,18.92,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Cucumber,Bangalore,17.74,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Cucumber,Bangalore,12.74,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Cucumber,Bangalore,27.8,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Cucumber,Bangalore,14.11,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Cucumber,Bangalore,19.19,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Cucumber,Bangalore,20.15,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Cucumber,Bangalore,15.63,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Cucumber,Bangalore,19.39,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Cucumber,Bangalore,22.35,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Cucumber,Bangalore,18.05,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Cucumber,Bangalore,23.44,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Cucumber,Bangalore,27.42,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Cucumber,Bangalore,27.44,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Cucumber,Bangalore,24.78,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Cucumber,Bangalore,28.91,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Cucumber,Bangalore,33.11,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Cucumber,Bangalore,30.72,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Cucumber,Bangalore,27.28,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Cucumber,Bangalore,28.43,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Cucumber,Bangalore,40.47,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Cucumber,Bangalore,32.07,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Cucumber,Bangalore,36.43,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Cucumber,Bangalore,41.06,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Cucumber,Bangalore,35.89,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Cucumber,Bangalore,42.87,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Cucumber,Bangalore,32.29,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Cucumber,Bangalore,27.37,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Cucumber,Bangalore,37.96,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Cucumber,Bangalore,43.14,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Cucumber,Bangalore,48.0,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Cucumber,Bangalore,37.86,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Cucumber,Bangalore,38.24,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Cucumber,Bangalore,31.03,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Cucumber,Bangalore,37.92,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Cucumber,Bangalore,33.3,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Cucumber,Bangalore,35.4,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Cucumber,Bangalore,29.73,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Cucumber,Bangalore,39.68,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Cucumber,Bangalore,24.44,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Cucumber,Bangalore,37.55,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Cucumber,Bangalore,29.98,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Cucumber,Bangalore,27.04,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Cucumber,Bangalore,23.9,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Cucumber,Bangalore,29.03,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Cucumber,Bangalore,21.21,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Cucumber,Bangalore,25.46,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Cucumber,Bangalore,24.52,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Cucumber,Bangalore,23.86,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Cucumber,Bangalore,20.45,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Cucumber,Belgaum,19.67,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Cucumber,Belgaum,14.67,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Cucumber,Belgaum,15.18,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Cucumber,Belgaum,13.62,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Cucumber,Belgaum,14.87,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Cucumber,Belgaum,18.46,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Cucumber,Belgaum,12.43,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Cucumber,Belgaum,18.39,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Cucumber,Belgaum,13.96,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Cucumber,Belgaum,13.64,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Cucumber,Belgaum,16.3,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Cucumber,Belgaum,17.55,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Cucumber,Belgaum,17.49,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Cucumber,Belgaum,17.67,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Cucumber,Belgaum,16.69,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Cucumber,Belgaum,19.32,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Cucumber,Belgaum,17.2,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Cucumber,Belgaum,18.45,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Cucumber,Belgaum,26.35,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Cucumber,Belgaum,19.71,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Cucumber,Belgaum,19.26,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Cucumber,Belgaum,18.03,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Cucumber,Belgaum,18.66,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Cucumber,Belgaum,25.97,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Cucumber,Belgaum,32.29,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Cucumber,Belgaum,21.78,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Cucumber,Belgaum,25.67,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Cucumber,Belgaum,30.21,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Cucumber,Belgaum,23.53,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Cucumber,Belgaum,37.61,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Cucumber,Belgaum,27.3,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Cucumber,Belgaum,38.13,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Cucumber,Belgaum,29.5,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Cucumber,Belgaum,29.41,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Cucumber,Belgaum,33.64,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Cucumber,Belgaum,38.86,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Cucumber,Belgaum,30.43,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Cucumber,Belgaum,26.24,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Cucumber,Belgaum,33.09,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Cucumber,Belgaum,23.4,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Cucumber,Belgaum,25.39,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Cucumber,Belgaum,26.47,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Cucumber,Belgaum,26.11,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Cucumber,Belgaum,22.21,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Cucumber,Belgaum,22.53,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Cucumber,Belgaum,21.19,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Cucumber,Belgaum,21.53,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Cucumber,Belgaum,24.51,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Cucumber,Belgaum,19.68,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Cucumber,Belgaum,16.32,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Cucumber,Belgaum,14.56,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Cucumber,Belgaum,16.09,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Cucumber,Belgaum,21.33,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Cucumber,Davangere,21.94,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Cucumber,Davangere,19.28,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Cucumber,Davangere,19.72,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Cucumber,Davangere,18.77,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Cucumber,Davangere,19.26,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Cucumber,Davangere,21.04,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Cucumber,Davangere,15.51,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Cucumber,Davangere,13.77,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Cucumber,Davangere,15.85,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Cucumber,Davangere,16.57,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Cucumber,Davangere,22.27,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Cucumber,Davangere,12.81,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Cucumber,Davangere,19.19,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Cucumber,Davangere,22.31,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Cucumber,Davangere,24.01,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Cucumber,Davangere,21.64,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Cucumber,Davangere,22.07,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Cucumber,Davangere,22.7,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Cucumber,Davangere,21.93,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Cucumber,Davangere,29.76,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Cucumber,Davangere,23.87,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Cucumber,Davangere,24.95,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Cucumber,Davangere,24.76,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Cucumber,Davangere,29.01,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Cucumber,Davangere,32.72,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Cucumber,Davangere,32.54,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Cucumber,Davangere,28.86,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
